dc_toy_num,dc_img_url,dc_model_name,dc_bin_num,dc_series,dc_color,dc_year,dc_series_num,dc_collector_num,dc_favourite,dc_notes,dc_duplicate,createdBy,dc_date_added
R7545,http://static.christanfergus.com/images/diecast/DSC01000.JPG,SCIROCCO GT 24,3A,ALL STARS '10,BURGANDY,2010,2/10/2015,,,,,PDigwodDLwByNXtBS,
V3903,http://static.christanfergus.com/images/diecast/DSC01002.JPG,VOLKSWAGEN BEETLE,4A,CLOVER CARS,GREEN,2011,6/6/2015,,,,,PDigwodDLwByNXtBS,
R3727,http://static.christanfergus.com/images/diecast/DSC01006.JPG,SUPER VAN,3A,REAL RIDERS,ORANGE,2010,1/34,,,,,PDigwodDLwByNXtBS,
V5428,http://static.christanfergus.com/images/diecast/DSC01008.JPG,FERRARI 599XX,3A,HW ALL STARS '12,RED,2012,5/10/2015,,,,,PDigwodDLwByNXtBS,
V5556,http://static.christanfergus.com/images/diecast/DSC01011.JPG,53 FORD MUSTANG II CONCEPT,4A,2011 NEW MODELS,BURGANDY,2011,14/50,,,,,PDigwodDLwByNXtBS,
T9775,http://static.christanfergus.com/images/diecast/DSC01013.JPG,SURFIN' SCHOOL BUS,4A,HW VIDEO GAME HEROES '11,YELLOW,2011,10/22/2015,,,,,PDigwodDLwByNXtBS,
R0953,http://static.christanfergus.com/images/diecast/DSC01015.JPG,71 MAVERICK GRABBER,3A,2010 NEW MODELS,GOLD,2010,33/44,,,,,PDigwodDLwByNXtBS,
T9704,http://static.christanfergus.com/images/diecast/DSC01017.JPG,BLVD. BRUISER,4A,2011 NEW MODELS,RUST,2011,34/50,,,,,PDigwodDLwByNXtBS,
T9824,http://static.christanfergus.com/images/diecast/DSC01019.JPG,HONDA CIVIC SI,4A,NIGHTBURNERZ '11,YELLOW,2011,7/10/2015,,,,,PDigwodDLwByNXtBS,
V0031,http://static.christanfergus.com/images/diecast/DSC01021.JPG,47 WILLYS,4A,HW RACING '11,BLACK,2011,2/10/2015,,,,,PDigwodDLwByNXtBS,
V5431,http://static.christanfergus.com/images/diecast/DSC01023.JPG,LAMBORGHINI ESTOQUE,3A,HW ALL STARS '12,YELLOW,2012,8/10/2015,,,,,PDigwodDLwByNXtBS,
R0956,http://static.christanfergus.com/images/diecast/DSC01025.JPG,71 DODGE CHARGER,3A,2010 NEW MODELS,GREEN,2010,36/44,,,,,PDigwodDLwByNXtBS,
R7554,http://static.christanfergus.com/images/diecast/DSC01027.JPG,CUSTOM V-8 VEGA,3A,FASTER THAN EVER '10,BLUE,2010,1/10/2015,,,,,PDigwodDLwByNXtBS,8/23/2015
R7504,http://static.christanfergus.com/images/diecast/DSC01029.JPG,AMC JAVELIN AMX,3A,MUSCLE MANIA '10,BLUE,2010,1/10/2015,,,,,PDigwodDLwByNXtBS,
R7522,http://static.christanfergus.com/images/diecast/DSC01031.JPG,DATSUN BLUEBIRD 510,4A,NIGHTBURNERZ,YELLOW,2011,9/10/2015,,,,,PDigwodDLwByNXtBS,
V5567,http://static.christanfergus.com/images/diecast/DSC01033.JPG,FERRARI 458 ITALIA,3A,HW ALL STARS '12,RED,2012,10/10/2015,,,,,PDigwodDLwByNXtBS,
V0032,http://static.christanfergus.com/images/diecast/DSC01035.JPG,DIXIE CHALLENGER,4A,HW MAIN STREET '11,BLACK,2011,5/10/2015,,,,,PDigwodDLwByNXtBS,
T9806,http://static.christanfergus.com/images/diecast/DSC01037.JPG,CUSTOM VOLKSWAGEN BEETLE,4A,HEAT FLEET '11,BLUE,2011,9/10/2015,,,,,PDigwodDLwByNXtBS,
T9812,http://static.christanfergus.com/images/diecast/DSC01039.JPG,70 PONTIAC GTO,4A,MUSCLE MANIA '11,YELLOW,2011,5/10/2015,,TRUE,,,PDigwodDLwByNXtBS,
18143,http://static.christanfergus.com/images/diecast/DSC01041.JPG,ESCORT RALLY,1A,1998 FIRST EDITIONS,WHITE,1997,1/48,637,TRUE,,,PDigwodDLwByNXtBS,
V5223,http://static.christanfergus.com/images/diecast/DSC01045.JPG,PORSCHE 911 GT2,4A,NIGHTBURNERZ,WHITE,2011,9/10/2015,,,,,PDigwodDLwByNXtBS,
W1566,http://static.christanfergus.com/images/diecast/DSC01047.JPG,VOLKSWAGEN BEETLE,4A,THE HOT ONES,BLUE,2011,,,,,,PDigwodDLwByNXtBS,
T9929,http://static.christanfergus.com/images/diecast/DSC01049.JPG,FIRE-EATER,4A,THRILL RACERS - RACEWAY,WHITE,2011,6/6/2015,,,,,PDigwodDLwByNXtBS,
T9895,http://static.christanfergus.com/images/diecast/DSC01051.JPG,MAD PROPZ,4A,THRILL RACERS - HIGHWAY,BLACK,2011,2/6/2015,,,,,PDigwodDLwByNXtBS,
W4241,http://static.christanfergus.com/images/diecast/DSC01053.JPG,FERRARI,M1,FERRARI 5-PACK,,2011,,,,,,PDigwodDLwByNXtBS,
CFH39,http://static.christanfergus.com/images/diecast/DSC01058.JPG,70 CHEVY CHEVELLE,2A,HW WORKSHOP 2015 - SPEED TEAM,NAVY,2015,,,,,,PDigwodDLwByNXtBS,
CFK90,http://static.christanfergus.com/images/diecast/DSC01060.JPG,BMW E36 M3 RACE,2A,HW RACE,BLUE,2015,,,,,,PDigwodDLwByNXtBS,
CFV19,http://static.christanfergus.com/images/diecast/DSC01062.JPG,VOLKSWAGEN CADDY,2A,HW OFF-ROAD,,2015,,,,,,PDigwodDLwByNXtBS,
CFH20,http://static.christanfergus.com/images/diecast/DSC01064.JPG,MCLAREN P1,2A,HW WORKSHOP,,2015,,,,,,PDigwodDLwByNXtBS,
BFC43,http://static.christanfergus.com/images/diecast/DSC01068.JPG,MAZDA RX-7,3A,HW CITY 2014 - NIGHT BURNERZ,,2014,1/10/2015,,,,,PDigwodDLwByNXtBS,
CFJ51,http://static.christanfergus.com/images/diecast/DSC01072.JPG,COCKNEY CAB II,2A,HW CITY 2015 - HW CITY WORKS,BLUE,2015,8/10/2015,,,,,PDigwodDLwByNXtBS,
BDD07,http://static.christanfergus.com/images/diecast/DSC01074.JPG,BMW E36 M3 RACE,3A,HW RACE 2014 - TRACK ACES,WHITE,2014,9/10/2015,,,,,PDigwodDLwByNXtBS,
CFK77,http://static.christanfergus.com/images/diecast/DSC01076.JPG,C6 CORVETTE,2A,HW RACE 2015 - HW RACE TEAM,BLUE,2015,6/10/2015,,,,,PDigwodDLwByNXtBS,
BDR44,http://static.christanfergus.com/images/diecast/DSC01078.JPG,HONDA S2000,3A,HOT WHEELS COOL CLASSICS,GOLD,2014,23/30,,,,,PDigwodDLwByNXtBS,
BDR45,http://static.christanfergus.com/images/diecast/DSC01080.JPG,FORD GT,3A,HOT WHEELS COOL CLASSICS,SILVER,2014,24/30,,,,,PDigwodDLwByNXtBS,
BDR46,http://static.christanfergus.com/images/diecast/DSC01082.JPG,65 VOLKSWAGEN FASTBACK,3A,HOT WHEELS COOL CLASSICS,RED,2014,25/30,,,,,PDigwodDLwByNXtBS,
CFH47,http://static.christanfergus.com/images/diecast/DSC01086.JPG,67 AUSTIN MINI VAN,2A,HW CITY - HW ART CARS,MAROON,2015,2/5/2015,,,,,PDigwodDLwByNXtBS,
BFF99,http://static.christanfergus.com/images/diecast/DSC01089.JPG,ASTON MARTIN 1963 DB5,3A,HW WORKSHOP - HW ALL STARS,SILVER,2014,10/10/2015,,TRUE,JAMES BOND 007 GOLDFINGER,,PDigwodDLwByNXtBS,
BDR43,http://static.christanfergus.com/images/diecast/DSC01126.JPG,84 HURST OLDS,3A,HOT WHEELS COOL CLASSICS,GOLD,2014,22/30,,,,,PDigwodDLwByNXtBS,
CFH86,http://static.christanfergus.com/images/diecast/DSC00557.JPG,PORSCHE 911 GT3 RS,2A,HW WORKSHOP,YELLOW,2015,,,,,,PDigwodDLwByNXtBS,
CFJ20,http://static.christanfergus.com/images/diecast/DSC00559.JPG,DATSUN 240Z,2A,HW WORKSHOP,BLACK,2015,,,,,,PDigwodDLwByNXtBS,
BFG32,http://static.christanfergus.com/images/diecast/DSC00561.JPG,LAND CRUSHER,3A,HW OFF-ROAD,ORANGE,2014,,,,,,PDigwodDLwByNXtBS,
BFF44,http://static.christanfergus.com/images/diecast/DSC00563.JPG,SUBARU IMPREZA WRX,3A,HW OFF-ROAD,BLUE,2014,,,TRUE,,,PDigwodDLwByNXtBS,
BFF81,http://static.christanfergus.com/images/diecast/DSC00565.JPG,MORRIS MINI,3A,HW WORKSHOP,GREEN,2014,,,,,,PDigwodDLwByNXtBS,
CFK35,http://static.christanfergus.com/images/diecast/DSC00567.JPG,MORRIS MINI,2A,HW OFF-ROAD 2015 - ROAD RALLY,ORANGE,2015,,,,,,PDigwodDLwByNXtBS,
CFH62,http://static.christanfergus.com/images/diecast/DSC00569.JPG,PORSCHE 934 TURBO RSR,2A,HW WORKSHOP,BLACK,2015,,,,,,PDigwodDLwByNXtBS,
CFJ67,http://static.christanfergus.com/images/diecast/DSC00571.JPG,PORSCHE 934 TURBO RSR,2A,HW WORKSHOP,BLUE,2015,,,,,,PDigwodDLwByNXtBS,
BFF04,http://static.christanfergus.com/images/diecast/DSC00573.JPG,NISSAN SKYLINE H/T 2000GT-X,3A,HW WORKSHOP,BLACK,2014,,,,,,PDigwodDLwByNXtBS,
CFJ22,http://static.christanfergus.com/images/diecast/DSC00575.JPG,ASTON MARTIN 1963 DB5,2A,HW WORKSHOP,RED,2015,,,,,,PDigwodDLwByNXtBS,
BFG36,http://static.christanfergus.com/images/diecast/DSC00577.JPG,MONSTER DAIRY DELIVERY,3A,HW OFF-ROAD,BLUE,2014,,,,,,PDigwodDLwByNXtBS,
X1811,http://static.christanfergus.com/images/diecast/DSC00579.JPG,67 CAMARO,3A,HW SHOWROOM,BLACK,2013,,,,,,PDigwodDLwByNXtBS,
BDT92,http://static.christanfergus.com/images/diecast/DSC00581.JPG,LOTUS ESPRIT SI,M1,JAMES BOND 007,WHITE,2013,,,,THE SPY WHO LOVED ME,,PDigwodDLwByNXtBS,8/23/2015
V5306,http://static.christanfergus.com/images/diecast/DSC00583.JPG,BMW Z4 M,3A,2012 NEW MODELS,WHITE,2012,18/50,,TRUE,,,PDigwodDLwByNXtBS,
BFC44,http://static.christanfergus.com/images/diecast/DSC00585.JPG,TOYOTA SUPRA,3A,HW CITY 2014 - NIGHT BURNERZ,BLUE,2014,2/10/2015,,TRUE,,,PDigwodDLwByNXtBS,
CFJ55,http://static.christanfergus.com/images/diecast/DSC00587.JPG,12 ACURA NSX CONCEPT,2A,HW WORKSHOP,BLUE,2015,,,,,,PDigwodDLwByNXtBS,
CFH91,http://static.christanfergus.com/images/diecast/DSC00589.JPG,MAZDA RX-7,2A,HW WORKSHOP,,2015,,,,,,PDigwodDLwByNXtBS,
BFC46,http://static.christanfergus.com/images/diecast/DSC00591.JPG,70 TOYOTA CELICA,3A,HW CITY,,2014,,,,,,PDigwodDLwByNXtBS,
CFJ25,http://static.christanfergus.com/images/diecast/DSC00593.JPG,NISSAN 370Z,2A,HW WORKSHOP,,2015,,,,,,PDigwodDLwByNXtBS,
CFG74,http://static.christanfergus.com/images/diecast/DSC00595.JPG,LOTUS ESPRIT SI,2A,HW WORKSHOP,,2015,,,,,,PDigwodDLwByNXtBS,
CFH32,http://static.christanfergus.com/images/diecast/DSC00597.JPG,COCKNEY CAB II,2A,HW CITY,,2015,,,,,,PDigwodDLwByNXtBS,
CFJ64,http://static.christanfergus.com/images/diecast/DSC00599.JPG,SRT VIPER GTS-R,2A,HW RACE,,2015,,,TRUE,,,PDigwodDLwByNXtBS,
BFG75,http://static.christanfergus.com/images/diecast/DSC00601.JPG,68 PLYMOUTH BARRACUDA FORMULA S,3A,HW WORKSHOP,,2014,,,,,,PDigwodDLwByNXtBS,
CFJ16,http://static.christanfergus.com/images/diecast/DSC00603.JPG,TOYOTA AE-86 COROLLA,2A,HW WORKSHOP,,2015,,,,,,PDigwodDLwByNXtBS,
BFG64,http://static.christanfergus.com/images/diecast/DSC00605.JPG,BMW E36 M3 RACE,3A,HW RACE,RED,2014,,,,,,PDigwodDLwByNXtBS,
V0033,http://static.christanfergus.com/images/diecast/DSC00607.JPG,FORD GT,4A,THRILL RACERS - RACEWAY '11,BLUE,2011,,,TRUE,,,PDigwodDLwByNXtBS,
V5578,http://static.christanfergus.com/images/diecast/DSC00609.JPG,DATSUN BLUEBIRD 510,3A,FASTER THAN EVER '12,GREY,2012,,,TRUE,,,PDigwodDLwByNXtBS,
CFH04,http://static.christanfergus.com/images/diecast/DSC00611.JPG,CORVETTE GRAND SPORT ROADSTER,2A,HW RACE,,2015,,,,,,PDigwodDLwByNXtBS,
BFF52,http://static.christanfergus.com/images/diecast/DSC00615.JPG,DATSUN 620,3A,HW OFF-ROAD,,2014,,,,,,PDigwodDLwByNXtBS,
V5500,http://static.christanfergus.com/images/diecast/DSC00617.JPG,2009 CORVETTE STINGRAY CONCEPT,3A,THRILL RACERS - CITY STUNT '12,BLACK,2012,,,,,,PDigwodDLwByNXtBS,
X1873,http://static.christanfergus.com/images/diecast/DSC00619.JPG,HONDA S2000,3A,HW CITY,RED,2013,,,TRUE,,,PDigwodDLwByNXtBS,
J3277,http://static.christanfergus.com/images/diecast/DSC00621.JPG,DATSUN 240Z,1A,,,2006,,,,,,PDigwodDLwByNXtBS,
X1990,http://static.christanfergus.com/images/diecast/DSC00623.JPG,LOTUS PROJECT M250,3A,HW SHOWROOM,ORANGE,2013,,,,,,PDigwodDLwByNXtBS,
BFF82,http://static.christanfergus.com/images/diecast/DSC00625.JPG,FIAT 500,3A,HW CITY,,2014,,,,,,PDigwodDLwByNXtBS,
CFJ03,http://static.christanfergus.com/images/diecast/DSC00627.JPG,14 CORVETTE STINGRAY,2A,HW WORKSHOP,,2015,,,,,,PDigwodDLwByNXtBS,
X1953,http://static.christanfergus.com/images/diecast/DSC00629.JPG,BMW 2002,3A,HW SHOWROOM,BLUE,2013,,,,,,PDigwodDLwByNXtBS,
X2031,http://static.christanfergus.com/images/diecast/DSC00631.JPG,92 BMW M3,3A,HW SHOWROOM,BLUE,2013,,,,,,PDigwodDLwByNXtBS,
X1998,http://static.christanfergus.com/images/diecast/DSC00633.JPG,65 MUSTANG 2+2 FASTBACK,3A,HW SHOWROOM,BLUE,2013,,,,,,PDigwodDLwByNXtBS,
X2001,http://static.christanfergus.com/images/diecast/DSC00635.JPG,64 CHEVY NOVA STATION WAGON,3A,HW SHOWROOM,MAROON,2013,,,,,,PDigwodDLwByNXtBS,
BFF91,http://static.christanfergus.com/images/diecast/DSC00637.JPG,LAFERRARI,3A,HW CITY,,2014,,,,,,PDigwodDLwByNXtBS,
BFF97,http://static.christanfergus.com/images/diecast/DSC00639.JPG,PAGANI HUAYRA,3A,HW WORKSHOP,,2014,,,,,,PDigwodDLwByNXtBS,
X1640,http://static.christanfergus.com/images/diecast/DSC00641.JPG,12 ACURA NSX CONCEPT,3A,HW SHOWROOM,SILVER,2013,,,,possible defect passenger fender,,PDigwodDLwByNXtBS,
Y2151,http://static.christanfergus.com/images/diecast/DSC00643.JPG,64 BUICK RIVIERA,3A,SUPERMAN,,2014,1/6/2015,,,,,PDigwodDLwByNXtBS,
Y2152,http://static.christanfergus.com/images/diecast/DSC00645.JPG,65 PONTIAC GTO,3A,SUPERMAN,,2014,2/6/2015,,,,,PDigwodDLwByNXtBS,
Y2154,http://static.christanfergus.com/images/diecast/DSC00647.JPG,CUSTOM '11 CAMARO,3A,SUPERMAN,,2014,3/6/2015,,,,,PDigwodDLwByNXtBS,
Y2155,http://static.christanfergus.com/images/diecast/DSC00649.JPG,8 CRATE,3A,SUPERMAN,,2014,4/6/2015,,,,,PDigwodDLwByNXtBS,
Y2153,http://static.christanfergus.com/images/diecast/DSC00651.JPG,05 FORD MUSTANG GT,3A,SUPERMAN,,2014,5/6/2015,,,,,PDigwodDLwByNXtBS,
Y2156,http://static.christanfergus.com/images/diecast/DSC00653.JPG,JADED,3A,SUPERMAN,,2014,6/6/2015,,,,,PDigwodDLwByNXtBS,
X8350,http://static.christanfergus.com/images/diecast/DSC00655.JPG,34 FORD SEDAN DELIVERY,M1,THE MUPPETS,,2012,,,,,,PDigwodDLwByNXtBS,
X8322,http://static.christanfergus.com/images/diecast/DSC00657.JPG,SUPER VAN,M1,THE MUPPETS,,2012,,,,,,PDigwodDLwByNXtBS,
X8318,http://static.christanfergus.com/images/diecast/DSC00659.JPG,59 CHEVY DELIVERY,M1,THE MUPPETS,,2012,,,,,,PDigwodDLwByNXtBS,
X8321,http://static.christanfergus.com/images/diecast/DSC00661.JPG,BAJA BREAKER,M1,THE MUPPETS,,2012,,,,,,PDigwodDLwByNXtBS,
X8323,http://static.christanfergus.com/images/diecast/DSC00663.JPG,MIDNIGHT OTTO,M1,THE MUPPETS,,2012,,,,,,PDigwodDLwByNXtBS,
X8311,http://static.christanfergus.com/images/diecast/DSC00665.JPG,DAIRY DELIVERY,M1,THE MUPPETS,,2012,,,,,,PDigwodDLwByNXtBS,
18545,http://static.christanfergus.com/images/diecast/DSC00667.JPG,PANOZ GTR-1,1A,1998 FIRST EDITIONS,WHITE,1998,19/40,657,TRUE,,,PDigwodDLwByNXtBS,
BGJ68,http://static.christanfergus.com/images/diecast/DSC00669.JPG,2008 TESLA ROADSTER,3A,HW SHOWROOM,CHARCOAL,2013,6/6/2015,,TRUE,Scavenger hunt,,PDigwodDLwByNXtBS,
X1639,http://static.christanfergus.com/images/diecast/DSC00671.JPG,12 MINI COUNTRYMAN RALLY,3A,HW STUNT,GREEN,2013,,,,,,PDigwodDLwByNXtBS,
X1844,http://static.christanfergus.com/images/diecast/DSC00673.JPG,TOYOTA 2000 GT,3A,HW SHOWROOM,RED,2013,,,,,,PDigwodDLwByNXtBS,
X1862,http://static.christanfergus.com/images/diecast/DSC00675.JPG,70 TOYOTA CELICA,3A,HW CITY,YELLOW,2013,,,,,,PDigwodDLwByNXtBS,
V5432,http://static.christanfergus.com/images/diecast/DSC00677.JPG,09 FORD FOCUS RS,3A,HW ALL STARS,RED,2012,9/10/2015,,,,,PDigwodDLwByNXtBS,
V5626,http://static.christanfergus.com/images/diecast/DSC00679.JPG,SUBARU WRX STI,3A,2012 NEW MODELS,MAROON,2012,33/50,,,,,PDigwodDLwByNXtBS,
V5569,http://static.christanfergus.com/images/diecast/DSC00683.JPG,FORD FALCON RACE CAR,3A,2012 NEW MODELS,WHITE,2012,4/50,,,,,PDigwodDLwByNXtBS,
X1733,http://static.christanfergus.com/images/diecast/DSC00685.JPG,SUBARU WRX STI,3A,HW CITY,WHITE,2013,,,,,,PDigwodDLwByNXtBS,
X1786,http://static.christanfergus.com/images/diecast/DSC00687.JPG,NISSAN SKYLINE GT-R (R34),3A,HW SHOWROOM,RED,2013,,,TRUE,,,PDigwodDLwByNXtBS,
X1615,http://static.christanfergus.com/images/diecast/DSC00689.JPG,PORSCHE 918 SPYDER,3A,HW SHOWROOM,SILVER,2013,,,,,,PDigwodDLwByNXtBS,
X1664,http://static.christanfergus.com/images/diecast/DSC00691.JPG,PORSCHE CARRERA GT,3A,HW CITY,RED,2013,,,TRUE,,,PDigwodDLwByNXtBS,
X1731,http://static.christanfergus.com/images/diecast/DSC00693.JPG,CITROEN C4 RALLY,3A,HW STUNT,YELLOW,2013,,,,,,PDigwodDLwByNXtBS,
X1782,http://static.christanfergus.com/images/diecast/DSC00695.JPG,BMW 2002,3A,HW SHOWROOM,GREEN,2013,,,,,,PDigwodDLwByNXtBS,
X5953,http://static.christanfergus.com/images/diecast/DSC00697.JPG,CAMARO Z28,4A,4TH OF JULY,BLUE,2012,1/5/2015,,,,,PDigwodDLwByNXtBS,
X5954,http://static.christanfergus.com/images/diecast/DSC00699.JPG,TRACK T,4A,4TH OF JULY,GOLD,2012,2/5/2015,,,,,PDigwodDLwByNXtBS,
X5955,http://static.christanfergus.com/images/diecast/DSC00701.JPG,RODGER DODGER,4A,4TH OF JULY,RED,2012,3/5/2015,,,,,PDigwodDLwByNXtBS,
X5956,http://static.christanfergus.com/images/diecast/DSC00703.JPG,CUSTOM '62 CHEVY,4A,4TH OF JULY,BLUE,2012,4/5/2015,,,,,PDigwodDLwByNXtBS,
X5957,http://static.christanfergus.com/images/diecast/DSC00705.JPG,64 LINCOLN CONTINENTAL,4A,4TH OF JULY,RED,2012,5/5/2015,,,,,PDigwodDLwByNXtBS,
V4428,http://static.christanfergus.com/images/diecast/DSC00707.JPG,HOT BIRD,4A,CARS OF THE DECADES,SILVER,2011,18/32,,,,,PDigwodDLwByNXtBS,
W5150,http://static.christanfergus.com/images/diecast/DSC00709.JPG,SURFIN' SCHOOL BUS,M1,HANNA-BARBERA PRESENTS,,,,,,THE JETSONS,,PDigwodDLwByNXtBS,
16671,http://static.christanfergus.com/images/diecast/DSC00711.JPG,BMW M ROADSTER,1A,1997 FIRST EDITIONS,SILVER,1997,6/12/2015,518,,,,PDigwodDLwByNXtBS,
R0947,http://static.christanfergus.com/images/diecast/DSC00713.JPG,62 FORD MUSTANG CONCEPT,3A,2010 NEW MODELS,RED,2010,28/44,,,,,PDigwodDLwByNXtBS,
X1632,http://static.christanfergus.com/images/diecast/DSC00715.JPG,70 TOYOTA CELICA,3A,HW CITY,GREEN,2013,,,,,,PDigwodDLwByNXtBS,
52941,http://static.christanfergus.com/images/diecast/DSC00717.JPG,MOTO-CROSSED,1A,FIRST EDITION,RED,2002,,,,,,PDigwodDLwByNXtBS,
14913,http://static.christanfergus.com/images/diecast/DSC00719.JPG,STREET CLEAVER,1A,1996 FIRST EDITIONS,,1996,4/12/2015,373,,,,PDigwodDLwByNXtBS,
18802,http://static.christanfergus.com/images/diecast/DSC00728.JPG,SCHOOL BUS,1A,MIXED SIGNALS SERIES,YELLOW,1998,4/4/2015,736,,,,PDigwodDLwByNXtBS,
16915,http://static.christanfergus.com/images/diecast/DSC00730.JPG,MONEYED MADNESS,1A,BIFF! BAM! BOOM! SERIES,BLUE,1997,2/4/2015,542,,,,PDigwodDLwByNXtBS,
16942,http://static.christanfergus.com/images/diecast/DSC00732.JPG,TWANG THANG,1A,ROCKIN' RODS SERIES,BURGANDY,1997,1/4/2015,569,,,,PDigwodDLwByNXtBS,
16943,http://static.christanfergus.com/images/diecast/DSC00734.JPG,FERRARI 355,1A,ROCKIN' RODS SERIES,BLACK,1997,2/4/2015,570,,,,PDigwodDLwByNXtBS,
16944,http://static.christanfergus.com/images/diecast/DSC00736.JPG,TURBO FLAME,1A,ROCKIN' RODS SERIES,PURPLE,1997,3/4/2015,571,,,,PDigwodDLwByNXtBS,
16945,http://static.christanfergus.com/images/diecast/DSC00738.JPG,PORSCHE 930,1A,ROCKIN' RODS SERIES,GREEN,1997,4/4/2015,572,,,,PDigwodDLwByNXtBS,
16938,http://static.christanfergus.com/images/diecast/DSC00740.JPG,SILHOUETTE II,1A,DEALER'S CHOICE SERIES,BLUE,1997,1/4/2015,565,,,,PDigwodDLwByNXtBS,
16939,http://static.christanfergus.com/images/diecast/DSC00744.JPG,STREET BEAST,1A,DEALER'S CHOICE SERIES,WHITE,1997,2/4/2015,566,,,,PDigwodDLwByNXtBS,
16940,http://static.christanfergus.com/images/diecast/DSC00746.JPG,BAJA BUG,1A,DEALER'S CHOICE SERIES,MAROON,1997,3/4/2015,567,,,,PDigwodDLwByNXtBS,
16941,http://static.christanfergus.com/images/diecast/DSC00748.JPG,63 CORVETTE,1A,DEALER'S CHOICE SERIES,BLACK,1997,4/4/2015,568,,,,PDigwodDLwByNXtBS,
18795,http://static.christanfergus.com/images/diecast/DSC00750.JPG,ALIEN,1A,ARTISTIC LICENSE SERIES,WHITE,1998,1/4/2015,729,,,,PDigwodDLwByNXtBS,
18796,http://static.christanfergus.com/images/diecast/DSC00752.JPG,57 CHEVY,1A,ARTISTIC LICENSE SERIES,GREY,1998,2/4/2015,730,,,,PDigwodDLwByNXtBS,
18797,http://static.christanfergus.com/images/diecast/DSC00754.JPG,VW BUG,1A,ARTISTIC LICENSE SERIES,WHITE,1998,3/4/2015,731,,,,PDigwodDLwByNXtBS,
18798,http://static.christanfergus.com/images/diecast/DSC00756.JPG,1970 PLYMOUTH BARRACUDA,1A,ARTISTIC LICENSE SERIES,BLACK,1998,4/4/2015,732,,,,PDigwodDLwByNXtBS,
14914-0910G1,http://static.christanfergus.com/images/diecast/DSC00758.JPG,RADIO FLYER WAGON,1A,1996 FIRST EDITIONS,,1996,9/12/2015,374,,POSSIBLE DEFECT-MADE IN CHINA,,PDigwodDLwByNXtBS,
14914-0918,http://static.christanfergus.com/images/diecast/DSC00760.JPG,RADIO FLYER WAGON,1A,1996 FIRST EDITIONS,,1996,9/12/2015,374,,,,PDigwodDLwByNXtBS,
14916,http://static.christanfergus.com/images/diecast/DSC00762.JPG,TWANG THANG,1A,1996 FIRST EDITIONS,,1996,11/12/2015,376,,,,PDigwodDLwByNXtBS,
14910,http://static.christanfergus.com/images/diecast/DSC00764.JPG,RAIL RODDER,1A,1996 FIRST EDITIONS,,1996,5/12/2015,370,,,,PDigwodDLwByNXtBS,
14915,http://static.christanfergus.com/images/diecast/DSC00766.JPG,DOGFIGHTER,1A,1996 FIRST EDITIONS,,1996,10/12/2015,375,,,,PDigwodDLwByNXtBS,
14907,http://static.christanfergus.com/images/diecast/DSC00768.JPG,CHEVY 1500,1A,1996 FIRST EDITIONS,,1996,2/12/2015,367,,,,PDigwodDLwByNXtBS,
14917,http://static.christanfergus.com/images/diecast/DSC00770.JPG,FERRARI F50,1A,1996 FIRST EDITIONS,RED,1996,12/12/2015,377,,,,PDigwodDLwByNXtBS,
14908,http://static.christanfergus.com/images/diecast/DSC00772.JPG,1970 DODGE CHARGER DAYTONA,1A,1996 FIRST EDITIONS,,1996,3/12/2015,382,,,,PDigwodDLwByNXtBS,
14909,http://static.christanfergus.com/images/diecast/DSC00774.JPG,SIZZLERS,1A,1996 FIRST EDITIONS,,1996,8/12/2015,369,,,,PDigwodDLwByNXtBS,
14911,http://static.christanfergus.com/images/diecast/DSC00776.JPG,ROAD ROCKET,1A,1996 FIRST EDITIONS,,1996,7/12/2015,371,,,,PDigwodDLwByNXtBS,
21075,http://static.christanfergus.com/images/diecast/DSC00778.JPG,CHRYSLER PRONTO,1A,1999 FIRST EDITIONS,,1999,23/26,928,,,,PDigwodDLwByNXtBS,
21074,http://static.christanfergus.com/images/diecast/DSC00780.JPG,56 FORD TRUCK,1A,1999 FIRST EDITIONS,,1999,22/26,927,,,,PDigwodDLwByNXtBS,
16662,http://static.christanfergus.com/images/diecast/DSC00782.JPG,FIREBIRD FUNNY CAR,1A,1997 FIRST EDITIONS,,1997,1/12/2015,509,,,,PDigwodDLwByNXtBS,
16666,http://static.christanfergus.com/images/diecast/DSC00784.JPG,FORD F-150,1A,1997 FIRST EDITIONS,,1997,2/12/2015,513,,,,PDigwodDLwByNXtBS,
16673,http://static.christanfergus.com/images/diecast/DSC00786.JPG,SALTFLAT RACER,1A,1997 FIRST EDITIONS,,1997,4/12/2015,520,,,,PDigwodDLwByNXtBS,
16670,http://static.christanfergus.com/images/diecast/DSC00788.JPG,59 CHEVY IMPALA,1A,1997 FIRST EDITIONS,,1997,5/12/2015,517,,,,PDigwodDLwByNXtBS,
16667,http://static.christanfergus.com/images/diecast/DSC00790.JPG,WAY 2 FAST,1A,1997 FIRST EDITIONS,,1997,7/12/2015,514,,,,PDigwodDLwByNXtBS,
16669,http://static.christanfergus.com/images/diecast/DSC00792.JPG,MERCEDES C-CLASS,1A,1997 FIRST EDITIONS,,1997,10/12/2015,516,,,,PDigwodDLwByNXtBS,
16668,http://static.christanfergus.com/images/diecast/DSC00794.JPG,97 CORVETTE,1A,1997 FIRST EDITIONS,,1997,11/12/2015,515,,,,PDigwodDLwByNXtBS,
