_id,dc_toy_num,dc_img_url,dc_img_url_sized,dc_model_name,dc_bin_num,dc_series,dc_color,dc_year,dc_series_num,dc_collector_num,dc_favourite,dc_notes,dc_duplicate,createdBy,dc_date_added,dc_treasure_hunt,dc_damaged
560370a2d62d105a0c933391,18856,http://static.christanfergus.com/images/diecast/DSC00806.JPG,http://static.christanfergus.com/images/diecast-sized/DSC00806_sized.JPG,WHATTA DRAG,1A,1998 FIRST EDITIONS,,1998,36/40,673,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c933392,18842,http://static.christanfergus.com/images/diecast/DSC00808.JPG,http://static.christanfergus.com/images/diecast-sized/DSC00808_sized.JPG,SOLAR EAGLE III,1A,1998 FIRST EDITIONS,,1998,23/40,650,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c933393,18587,http://static.christanfergus.com/images/diecast/DSC00810.JPG,http://static.christanfergus.com/images/diecast-sized/DSC00810_sized.JPG,32 FORD,1A,1998 FIRST EDITIONS,,1998,7/40,636,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c933394,18840,http://static.christanfergus.com/images/diecast/DSC00812.JPG,http://static.christanfergus.com/images/diecast-sized/DSC00812_sized.JPG,SUPER COMP DRAGSTER,1A,1998 FIRST EDITIONS,,1998,22/40,655,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c933395,18544,http://static.christanfergus.com/images/diecast/DSC00814.JPG,http://static.christanfergus.com/images/diecast-sized/DSC00814_sized.JPG,IROC FIREBIRD,1A,1998 FIRST EDITIONS,,1998,16/40,653,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c933396,18678,http://static.christanfergus.com/images/diecast/DSC00816.JPG,http://static.christanfergus.com/images/diecast-sized/DSC00816_sized.JPG,HOT SEAT,1A,1998 FIRST EDITIONS,,1998,13/40,648,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c933397,18536,http://static.christanfergus.com/images/diecast/DSC00818.JPG,http://static.christanfergus.com/images/diecast-sized/DSC00818_sized.JPG,CALLWAY C-7,1A,1998 FIRST EDITIONS,,1998,31/40,677,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c933398,18542,http://static.christanfergus.com/images/diecast/DSC00820.JPG,http://static.christanfergus.com/images/diecast-sized/DSC00820_sized.JPG,MUSTANG COBRA,1A,1998 FIRST EDITIONS,,1998,18/40,665,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c933399,18540,http://static.christanfergus.com/images/diecast/DSC00822.JPG,http://static.christanfergus.com/images/diecast-sized/DSC00822_sized.JPG,LAKESTER,1A,1998 FIRST EDITIONS,,1998,12/40,647,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c93339a,18841,http://static.christanfergus.com/images/diecast/DSC00824.JPG,http://static.christanfergus.com/images/diecast-sized/DSC00824_sized.JPG,TOW JAM,1A,1998 FIRST EDITIONS,,1998,25/40,658,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c93339b,18843,http://static.christanfergus.com/images/diecast/DSC00826.JPG,http://static.christanfergus.com/images/diecast-sized/DSC00826_sized.JPG,AT-A-TUDE,1A,1998 FIRST EDITIONS,,1998,34/40,667,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c93339c,18847,http://static.christanfergus.com/images/diecast/DSC00828.JPG,http://static.christanfergus.com/images/diecast-sized/DSC00828_sized.JPG,BAD MUDDER,1A,1998 FIRST EDITIONS,,1998,33/40,662,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c93339d,18852,http://static.christanfergus.com/images/diecast/IMG_20150711_205012.jpg,http://static.christanfergus.com/images/diecast-sized/IMG_20150711_205012_sized.jpg,PORSCHE 911 GT1-98,1A,1999 FIRST EDITIONS,WHITE,1999,25/26,676,TRUE,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c93339e,21073,http://static.christanfergus.com/images/diecast/IMG_20150718_152837.jpg,http://static.christanfergus.com/images/diecast-sized/IMG_20150718_152837_sized.jpg,MERCEDES CLK-LM,1A,1999 FIRST EDITIONS,SILVER,1999,26/26,926,TRUE,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c93339f,21068,http://static.christanfergus.com/images/diecast/IMG_20150721_202141.jpg,http://static.christanfergus.com/images/diecast-sized/IMG_20150721_202141_sized.jpg,FORD GT-40,1A,1999 FIRST EDITIONS,BLUE,1999,16/26,921,TRUE,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333a0,21075,http://static.christanfergus.com/images/diecast/DSC00778.JPG,http://static.christanfergus.com/images/diecast-sized/DSC00778_sized.JPG,CHRYSLER PRONTO,1A,1999 FIRST EDITIONS,,1999,23/26,928,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333a1,21074,http://static.christanfergus.com/images/diecast/DSC00780.JPG,http://static.christanfergus.com/images/diecast-sized/DSC00780_sized.JPG,56 FORD TRUCK,1A,1999 FIRST EDITIONS,,1999,22/26,927,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333a2,52938,http://static.christanfergus.com/images/diecast/IMG_20150722_204236.jpg,http://static.christanfergus.com/images/diecast-sized/IMG_20150722_204236_sized.jpg,LANCIA STRATOS,1A,2002 FIRST EDITIONS,RED,2002,25/42,37,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333a3,B3566,http://static.christanfergus.com/images/diecast/DSC00928.JPG,http://static.christanfergus.com/images/diecast-sized/DSC00928_sized.JPG,DAIRY DELIVERY,1A,2004 FIRST EDITIONS - BLINGS,WHITE,2004,12/100,12,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333a4,G6734,http://static.christanfergus.com/images/diecast/DSC00842.JPG,http://static.christanfergus.com/images/diecast-sized/DSC00842_sized.JPG,PROTOTIPO ALFA ROMEO B.A.T.9,1A,2005 FIRST EDITIONS,SILVER,2005,19/20,19,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333a5,G6723,http://static.christanfergus.com/images/diecast/DSC00926.JPG,http://static.christanfergus.com/images/diecast-sized/DSC00926_sized.JPG,BLOCK 'O WOOD,1A,2005 FIRST EDITIONS - BLINGS,WOOD/BURGANDY,2005,8/10/2015,38,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333a6,K6138,http://static.christanfergus.com/images/diecast/DSC00916.JPG,http://static.christanfergus.com/images/diecast-sized/DSC00916_sized.JPG,SHELBY COBRA DAYTONA COUPE,1A,2007 NEW MODELS,SILVER,2007,6/36,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333a7,18795,http://static.christanfergus.com/images/diecast/DSC00750.JPG,http://static.christanfergus.com/images/diecast-sized/DSC00750_sized.JPG,ALIEN,1A,ARTISTIC LICENSE SERIES,WHITE,1998,1/4/2015,729,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333a8,18796,http://static.christanfergus.com/images/diecast/DSC00752.JPG,http://static.christanfergus.com/images/diecast-sized/DSC00752_sized.JPG,57 CHEVY,1A,ARTISTIC LICENSE SERIES,GREY,1998,2/4/2015,730,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333a9,18797,http://static.christanfergus.com/images/diecast/DSC00754.JPG,http://static.christanfergus.com/images/diecast-sized/DSC00754_sized.JPG,VW BUG,1A,ARTISTIC LICENSE SERIES,WHITE,1998,3/4/2015,731,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333aa,18798,http://static.christanfergus.com/images/diecast/DSC00756.JPG,http://static.christanfergus.com/images/diecast-sized/DSC00756_sized.JPG,1970 PLYMOUTH BARRACUDA,1A,ARTISTIC LICENSE SERIES,BLACK,1998,4/4/2015,732,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333ab,16915,http://static.christanfergus.com/images/diecast/DSC00730.JPG,http://static.christanfergus.com/images/diecast-sized/DSC00730_sized.JPG,MONEYED MADNESS,1A,BIFF! BAM! BOOM! SERIES,BLUE,1997,2/4/2015,542,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333ac,K7639,http://static.christanfergus.com/images/diecast/DSC00964.JPG,http://static.christanfergus.com/images/diecast-sized/DSC00964_sized.JPG,AUDACIOUS,1A,CODE CAR,BLACK,2007,4/24/2015,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333ad,16938,http://static.christanfergus.com/images/diecast/DSC00740.JPG,http://static.christanfergus.com/images/diecast-sized/DSC00740_sized.JPG,SILHOUETTE II,1A,DEALER'S CHOICE SERIES,BLUE,1997,1/4/2015,565,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333ae,16939,http://static.christanfergus.com/images/diecast/DSC00744.JPG,http://static.christanfergus.com/images/diecast-sized/DSC00744_sized.JPG,STREET BEAST,1A,DEALER'S CHOICE SERIES,WHITE,1997,2/4/2015,566,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333af,16940,http://static.christanfergus.com/images/diecast/DSC00746.JPG,http://static.christanfergus.com/images/diecast-sized/DSC00746_sized.JPG,BAJA BUG,1A,DEALER'S CHOICE SERIES,MAROON,1997,3/4/2015,567,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333b0,16941,http://static.christanfergus.com/images/diecast/DSC00748.JPG,http://static.christanfergus.com/images/diecast-sized/DSC00748_sized.JPG,63 CORVETTE,1A,DEALER'S CHOICE SERIES,BLACK,1997,4/4/2015,568,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333b1,52941,http://static.christanfergus.com/images/diecast/DSC00717.JPG,http://static.christanfergus.com/images/diecast-sized/DSC00717_sized.JPG,MOTO-CROSSED,1A,FIRST EDITION,RED,2002,,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333b2,CFV00,http://static.christanfergus.com/images/diecast/IMG_20150701_CFV00.JPG,http://static.christanfergus.com/images/diecast-sized/IMG_20150701_CFV00_sized.JPG,63 MUSTANG II CONCEPT,1A,HAPPY FATHER'S DAY,BLUE,2015,,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333b3,CFV02,http://static.christanfergus.com/images/diecast/IMG_20150701_CFV02.JPG,http://static.christanfergus.com/images/diecast-sized/IMG_20150701_CFV02_sized.JPG,CUSTOM'11 CAMARO,1A,HAPPY FATHER'S DAY,COPPER,2015,,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333b4,CFV03,http://static.christanfergus.com/images/diecast/IMG_20150701_CFV03.JPG,http://static.christanfergus.com/images/diecast-sized/IMG_20150701_CFV03_sized.JPG,POISON ARROW,1A,HAPPY FATHER'S DAY,PURPLE,2015,,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333b5,CFV05,http://static.christanfergus.com/images/diecast/IMG_20150701_CFV05.JPG,http://static.christanfergus.com/images/diecast-sized/IMG_20150701_CFV05_sized.JPG,CORVETTE C6,1A,HAPPY FATHER'S DAY,TURQUOISE,2015,,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333b6,18802,http://static.christanfergus.com/images/diecast/DSC00728.JPG,http://static.christanfergus.com/images/diecast-sized/DSC00728_sized.JPG,SCHOOL BUS,1A,MIXED SIGNALS SERIES,YELLOW,1998,4/4/2015,736,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333b7,G6828,http://static.christanfergus.com/images/diecast/DSC00834.JPG,http://static.christanfergus.com/images/diecast-sized/DSC00834_sized.JPG,1971 PLYMOUTH GTX,1A,MUSCLE MANIA,YELLOW,2005,1/5/2015,101,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333b8,15218,http://static.christanfergus.com/images/diecast/DSC00840.JPG,http://static.christanfergus.com/images/diecast-sized/DSC00840_sized.JPG,DODGE RAM 1500 (1995),1A,RACE TRUCK SERIES,SILVER,1996,1/4/2015,380,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333b9,16942,http://static.christanfergus.com/images/diecast/DSC00732.JPG,http://static.christanfergus.com/images/diecast-sized/DSC00732_sized.JPG,TWANG THANG,1A,ROCKIN' RODS SERIES,BURGANDY,1997,1/4/2015,569,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333ba,16943,http://static.christanfergus.com/images/diecast/DSC00734.JPG,http://static.christanfergus.com/images/diecast-sized/DSC00734_sized.JPG,FERRARI 355,1A,ROCKIN' RODS SERIES,BLACK,1997,2/4/2015,570,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333bb,16944,http://static.christanfergus.com/images/diecast/DSC00736.JPG,http://static.christanfergus.com/images/diecast-sized/DSC00736_sized.JPG,TURBO FLAME,1A,ROCKIN' RODS SERIES,PURPLE,1997,3/4/2015,571,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333bc,16945,http://static.christanfergus.com/images/diecast/DSC00738.JPG,http://static.christanfergus.com/images/diecast-sized/DSC00738_sized.JPG,PORSCHE 930,1A,ROCKIN' RODS SERIES,GREEN,1997,4/4/2015,572,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333bd,21319,http://static.christanfergus.com/images/diecast/IMG_20150629_203550.JPG,http://static.christanfergus.com/images/diecast-sized/IMG_20150629_203550_sized.JPG,PIKES PEAK CELICA,1A,SUGAR RUSH SERIES 2,WHITE,1999,3/4/2015,971,,SWEET TARTS,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333c3,27068,http://static.christanfergus.com/images/diecast/DSC00838.JPG,http://static.christanfergus.com/images/diecast-sized/DSC00838_sized.JPG,HOT SEAT,1A,VIRTUAL COLLECTION,,2000,,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333c4,G6835,http://static.christanfergus.com/images/diecast/DSC00944.JPG,http://static.christanfergus.com/images/diecast-sized/DSC00944_sized.JPG,WHIP CREAMER II,1A,WHITE HEAT,WHITE,2005,3/5/2015,108,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333c5,53729,http://static.christanfergus.com/images/diecast/DSC00924.JPG,http://static.christanfergus.com/images/diecast-sized/DSC00924_sized.JPG,FERRARI 308,1A,,SILVER,2001,,190,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333c6,57233,http://static.christanfergus.com/images/diecast/DSC00836.JPG,http://static.christanfergus.com/images/diecast-sized/DSC00836_sized.JPG,CRAZED CLOWNS,1A,,RED,2003,2/5/2015,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333c7,J3277,http://static.christanfergus.com/images/diecast/DSC00621.JPG,http://static.christanfergus.com/images/diecast-sized/DSC00621_sized.JPG,DATSUN 240Z,1A,,WHITE,2006,,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333c8,J8024,http://static.christanfergus.com/images/diecast/DSC00994.JPG,http://static.christanfergus.com/images/diecast-sized/DSC00994_sized.JPG,LOTUS PROJECT M250,1A,,GREEN,2006,,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333c9,CFH32,http://static.christanfergus.com/images/diecast/DSC00597.JPG,http://static.christanfergus.com/images/diecast-sized/DSC00597_sized.JPG,COCKNEY CAB II,2A,HW CITY,,2015,,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333ca,CFH47,http://static.christanfergus.com/images/diecast/DSC01086.JPG,http://static.christanfergus.com/images/diecast-sized/DSC01086_sized.JPG,67 AUSTIN MINI VAN,2A,HW CITY - HW ART CARS,MAROON,2015,2/5/2015,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333cb,CFK21,http://static.christanfergus.com/images/diecast/IMG_20150706_211130.JPG,http://static.christanfergus.com/images/diecast-sized/IMG_20150706_211130_sized.JPG,BATMOBILE (THE BRAVE AND THE BOLD),2A,HW CITY 2015 - BATMAN,BLACK,2015,3/5,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333cc,CFL45,http://static.christanfergus.com/images/diecast/IMG_20150711_205435.jpg,http://static.christanfergus.com/images/diecast-sized/IMG_20150711_205435_sized.jpg,BATMOBILE,2A,HW CITY 2015 - BATMAN,BLACK,2015,2/5,,,BATMAN THE BRAVE & THE BOLD,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333cd,CFG82,http://static.christanfergus.com/images/diecast/IMG_20150711_205457.jpg,http://static.christanfergus.com/images/diecast-sized/IMG_20150711_205457_sized.jpg,BATMAN: ARKHAM KNIGHT BATMOBILE,2A,HW CITY 2015 - BATMAN,BLACK,2015,1/5,,,BATMAN: ARKHAM KNIGHT,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333ce,CFL46,http://static.christanfergus.com/images/diecast/IMG_20150718_152900.jpg,http://static.christanfergus.com/images/diecast-sized/IMG_20150718_152900_sized.jpg,BATMAN LIVE! BATMOBILE,2A,HW CITY 2015 - BATMAN,BLACK,2015,5/5,,,BATMAN LIVE! BATMOBILE,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333cf,CFK22,http://static.christanfergus.com/images/diecast/IMG_20150909_210331.jpg,http://static.christanfergus.com/images/diecast-sized/IMG_20150909_210331_sized.jpg,BATMAN: ARKHAM ASYLUM BATMOBILE,2A,HW CITY 2015 - BATMAN,BLACK,2015,4/5,,,,,PDigwodDLwByNXtBS,9/9/2015,,
560370a2d62d105a0c9333d0,CFJ51,http://static.christanfergus.com/images/diecast/DSC01072.JPG,http://static.christanfergus.com/images/diecast-sized/DSC01072_sized.JPG,COCKNEY CAB II,2A,HW CITY 2015 - HW CITY WORKS,BLUE,2015,8/10/2015,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333d1,CFH46,http://static.christanfergus.com/images/diecast/IMG_20150627_203449.JPG,http://static.christanfergus.com/images/diecast-sized/IMG_20150627_203449_sized.JPG,CUSTOM '77 DODGE VAN,2A,HW CITY 2015 - HW PERFORMANCE,YELLOW,2015,10/10/2015,,TRUE,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333d2,CFH48,http://static.christanfergus.com/images/diecast/IMG_20150711_205110.jpg,http://static.christanfergus.com/images/diecast-sized/IMG_20150711_205110_sized.jpg,83 CHEVY SILVERADO,2A,HW CITY 2015 - HW PERFORMANCE,ORANGE,2015,6/10/2015,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333d3,CFH49,http://static.christanfergus.com/images/diecast/IMG_20150711_205415.jpg,http://static.christanfergus.com/images/diecast-sized/IMG_20150711_205415_sized.jpg,71 EL CAMINO,2A,HW CITY 2015 - HW PERFORMANCE,BLACK,2015,,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333d4,CFH36,http://static.christanfergus.com/images/diecast/IMG_20150717_181435.jpg,http://static.christanfergus.com/images/diecast-sized/IMG_20150717_181435_sized.jpg,09 CORVETTE ZR1,2A,HW CITY 2015 - HW PERFORMANCE,BLUE,2015,,,,GULF LIVERY,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333d5,CFH22,http://static.christanfergus.com/images/diecast/IMG_20150722_204352.jpg,http://static.christanfergus.com/images/diecast-sized/IMG_20150722_204352_sized.jpg,69 DODGE CHARGER 500,2A,HW CITY 2015 - HW PERFORMANCE,BLUE,2015,,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333d6,CFH35,http://static.christanfergus.com/images/diecast/IMG_20150731_150354.jpg,http://static.christanfergus.com/images/diecast-sized/IMG_20150731_150354_sized.jpg,10 FORD SHELBY GT500,2A,HW CITY 2015 - HW PERFORMANCE,WHITE,2015,11/250,,,,,PDigwodDLwByNXtBS,8/23/2015,,
